2024-06-05 18:10:38.280931;1717603838;0;StartEZ;5.7;train
2024-06-05 18:10:59.211121;1717603859;20;Start;3.0;train
2024-06-05 18:11:21.910668;1717603881;43;Observe;-24.0;train
2024-06-05 18:11:28.215579;1717603888;49;StartCorridor;4.5;train
2024-06-05 18:11:56.552735;1717603916;78;Turns;10.0;train
2024-06-05 18:14:02.366284;1717604042;204;TurnObstacles;10.0;train
2024-06-05 18:16:27.270687;1717604187;348;NarrowDoor;5.0;train
2024-06-05 18:16:54.608137;1717604214;376;Corridor3vs3;4.0;train
2024-06-05 18:19:48.589109;1717604388;550;T-Junction;4.0;train
2024-06-05 18:20:29.103828;1717604429;590;Intersection4;5.0;train
2024-06-05 18:22:46.680692;1717604566;728;NarrowDoorDouble;4.0;train
2024-06-05 18:25:29.593598;1717604729;891;Retraining;-100;retrain
2024-06-05 18:45:12.831089;1717605912;2074;End;-100;
