Wall time,Step,Value
1717666550.6019742,320,-15.50300121307373
1717666551.8814075,640,5.999100208282471
1717666553.1767068,960,-13.003000259399414
1717666554.5168397,1280,5.999300003051758
1717666555.7869334,1600,5.998700141906738
1717666557.0848837,1920,5.999199867248535
1717666558.363596,2240,-15.50300121307373
1717666559.688059,2560,-6.002999782562256
1717666560.9917731,2880,5.998300075531006
1717666562.3270679,3200,5.999300003051758
1717666563.6721537,3520,5.999300003051758
1717666564.9969747,3840,5.9994001388549805
1717666566.3447366,4160,5.9994001388549805
1717666567.6950436,4480,5.999300003051758
1717666569.0330021,4800,5.9994001388549805
1717666570.3911862,5120,5.999499797821045
1717666573.011516,5500,5.997000217437744
1717666574.2968178,5820,5.997499942779541
1717666575.5547316,6140,-26.009571075439453
1717666576.823922,6460,-84.50994873046875
1717666578.086852,6780,5.997200012207031
1717666579.3706436,7100,-12.505276679992676
1717666580.6394112,7420,5.996200084686279
1717666581.926799,7740,5.997300148010254
1717666583.1979358,8060,5.996300220489502
1717666584.532841,8380,-80.00995635986328
1717666585.800662,8700,5.998199939727783
1717666587.0809612,9020,5.996099948883057
1717666588.3576071,9340,5.998300075531006
1717666589.6596954,9660,-26.009960174560547
1717666590.950981,9980,5.997600078582764
1717666592.2365851,10300,5.996799945831299
1717666593.5469086,10620,5.9969000816345215
1717666596.2258053,10950,-15.003002166748047
1717666597.7128046,11270,-20.503002166748047
1717666599.2146428,11590,-6.002999782562256
1717666602.6627991,12130,5.997399806976318
1717666603.985108,12450,5.997799873352051
1717666605.3005824,12770,5.9980998039245605
1717666606.614795,13090,5.999899864196777
1717666607.9306757,13410,2.998401165008545
1717666609.2699947,13730,-7.004003524780273
1717666610.5905018,14050,-7.004804611206055
1717666611.9378045,14370,5.997399806976318
1717666613.296699,14690,5.9980998039245605
1717666614.662547,15010,4.498199939727783
1717666615.9973638,15330,0.9974981546401978
1717666617.3337467,15650,-4.004705429077148
1717666618.6778193,15970,5.9980998039245605
1717666620.020225,16290,5.998600006103516
1717666621.354894,16610,4.997499465942383
1717666622.6855347,16930,-2.505505323410034
1717666624.0718453,17250,1.4970976114273071
1717666625.4328623,17570,-2.0037038326263428
1717666626.7927103,17890,-0.5034030675888062
