2024-05-31 08:08:04.619394;1717135684;0;StartEZ;5.7;train
2024-05-31 08:08:16.920570;1717135696;12;Start;3.0;train
2024-05-31 08:08:30.684775;1717135710;26;Observe;-24.0;train
2024-05-31 08:08:36.961589;1717135716;32;StartCorridor;4.5;train
2024-05-31 08:09:04.332061;1717135744;59;Cross;5.5;train
2024-05-31 08:09:36.675109;1717135776;92;Turns;10.0;train
2024-05-31 08:12:17.247158;1717135937;252;Corridor3;4.8;train
2024-05-31 08:14:37.627357;1717136077;393;TurnObstacles;10.0;train
2024-05-31 08:26:26.678723;1717136786;1102;NarrowDoor;5.0;train
2024-05-31 08:26:53.359477;1717136813;1128;Corridor3vs3;4.3;train
