Wall time,Step,Value
1717660421.334165,320,5.999300003051758
1717660422.8855257,640,5.999499797821045
1717660424.3259969,960,5.998499870300293
1717660425.6866477,1280,5.998199939727783
1717660427.0122638,1600,5.998199939727783
1717660428.3110516,1920,5.999199867248535
1717660429.6513686,2240,5.9994001388549805
1717660431.0226772,2560,5.999499797821045
1717660432.4720027,2880,5.998700141906738
1717660434.0483575,3200,5.998799800872803
1717660436.8674963,3520,5.999199867248535
1717660438.5463789,3840,5.9994001388549805
1717660440.559427,4160,5.999100208282471
1717660442.9239585,4480,5.998499870300293
1717660446.4322765,4920,5.996600151062012
1717660448.0088835,5240,5.996500015258789
1717660449.3612454,5560,0.9920984506607056
1717660450.7103314,5880,5.998000144958496
1717660452.0254946,6200,5.9969000816345215
1717660453.3231392,6520,5.997499942779541
1717660454.6314335,6840,3.9939026832580566
1717660455.9267247,7160,-25.009965896606445
1717660457.2300186,7480,-6.00700569152832
1717660458.5943248,7800,-32.508663177490234
1717660459.9071248,8120,5.997399806976318
1717660461.2444258,8440,-43.50996780395508
1717660462.6382816,8760,-26.509658813476562
1717660464.018095,9080,5.9969000816345215
1717660465.4684386,9400,5.997000217437744
1717660466.8792799,9720,1.9959965944290161
1717660468.2585897,10040,5.998700141906738
1717660469.5878887,10360,5.497199535369873
1717660473.6703167,10890,-20.503002166748047
1717660475.4720726,11210,-16.003000259399414
1717660477.226467,11530,-6.002999782562256
1717660480.962898,12070,3.997300386428833
1717660482.3342066,12390,-25.006471633911133
1717660483.7110198,12710,5.998199939727783
1717660485.1733656,13030,-1.502602458000183
1717660486.7147121,13350,-54.00994873046875
1717660488.252136,13670,-5.503403663635254
1717660489.8598707,13990,1.9962998628616333
1717660491.3370414,14310,5.496299743652344
1717660492.8683856,14630,1.4977985620498657
1717660494.2774625,14950,5.9980998039245605
1717660495.8187983,15270,-1.501900553703308
1717660497.9192705,15590,5.997600078582764
1717660499.3661003,15910,-1.0028027296066284
1717660500.7354083,16230,5.998199939727783
1717660502.1027155,16550,5.998199939727783
1717660503.4470174,16870,-3.5033023357391357
1717660504.8038266,17190,2.9981014728546143
1717660506.1481283,17510,5.9984002113342285
1717660507.5124526,17830,0.4973975718021393
1717660508.8902824,18150,5.498299598693848
1717660510.2985492,18470,4.997299671173096
1717660511.707834,18790,2.498401165008545
1717660513.1021473,19110,5.998300075531006
1717660514.4569395,19430,-0.5029028654098511
1717660515.8129895,19750,5.998300075531006
1717660517.146184,20070,3.998201370239258
1717660518.5394976,20390,5.998700141906738
1717660519.9163525,20710,-0.5025023221969604
1717660521.297096,21030,1.9979993104934692
