2024-06-03 09:11:22.717068;1717398682;0;StartEZ;5.7;train
2024-06-03 09:11:34.028531;1717398694;11;Start;3.0;train
2024-06-03 09:11:58.322285;1717398718;35;Observe;-24.0;train
2024-06-03 09:12:06.070576;1717398726;43;StartCorridor;4.5;train
2024-06-03 09:12:50.383381;1717398770;87;Turns;10.0;train
2024-06-03 09:17:37.141248;1717399057;374;TurnObstacles;10.0;train
2024-06-03 09:27:51.523557;1717399671;988;NarrowDoor;5.0;train
2024-06-03 09:28:15.966417;1717399695;1013;Corridor3vs3;4.0;train
2024-06-03 09:30:14.241805;1717399814;1131;T-Junction;4.0;train
2024-06-03 09:30:55.865270;1717399855;1173;Intersection4;5.0;train
2024-06-03 09:33:10.427127;1717399990;1307;NarrowDoorDouble;4.0;train
2024-06-03 09:34:31.647519;1717400071;1388;Retraining;-100;retrain
2024-06-03 09:56:07.649607;1717401367;2684;End;-100;
