2024-05-27 11:05:38.267953;1716800738;0;StartEZ;5.7;train
2024-05-27 11:05:52.003196;1716800752;13;Start;3.0;train
2024-05-27 11:06:04.852693;1716800764;26;Observe;-24.0;train
2024-05-27 11:06:12.142644;1716800772;33;StartCorridor;4.5;train
2024-05-27 11:07:01.850023;1716800821;83;Turns;10.0;train
2024-05-27 11:09:50.125372;1716800990;251;TurnObstacles;10.0;train
2024-05-27 11:12:57.710196;1716801177;439;NarrowDoor;5.0;train
2024-05-27 11:14:57.894265;1716801297;559;Corridor3vs3;4.0;train
2024-05-27 11:15:38.528598;1716801338;600;T-Junction;4.0;train
2024-05-27 11:16:25.561974;1716801385;647;Intersection4;5.0;train
2024-05-27 11:17:44.928669;1716801464;726;NarrowDoorDouble;4.0;train
2024-05-27 11:19:12.010616;1716801552;813;Retraining;-100;retrain
2024-05-27 11:40:12.803372;1716802812;2074;End;-100;
