# framerate: 25 fps
# id frame x/m y/m z/m
36540777826 0 7.33160209655762 8.41994094848633 0
36540777826 1 5.69721746444702 8.44126605987549 0
36540777826 2 4.0941743850708 8.3232946395874 0
36540777826 3 2.35048389434814 8.39370727539063 0
36540777826 4 0.74728906154633 8.28800010681152 0
36540777826 5 -0.85833442211151 8.37852096557617 0
36540777826 6 -2.61420011520386 8.44882965087891 0
36540777826 7 -4.24522066116333 8.55334281921387 0
36540777826 8 -5.95565176010132 8.08904647827148 0
36540777826 9 -7.25513410568237 7.24716854095459 0
36540777826 10 -7.94945859909058 5.86961269378662 0
36540777826 11 -8.50520706176758 4.21463108062744 0
36540777826 12 -8.82760429382324 2.63940095901489 0
36540777826 13 -9.15924835205078 0.9212521314621 0
36540777826 14 -9.14523887634277 -0.68625503778458 0
36540777826 15 -9.27096557617188 -2.29573035240173 0
36540777826 16 -8.78804969787598 -4.01048564910889 0
36540777826 17 -8.43330955505371 -5.58634853363037 0
36540777826 18 -7.63938522338867 -7.0617527961731 0
36540777826 19 -6.16616344451904 -7.67133378982544 0
36540777826 20 -4.64479637145996 -8.2212085723877 0
36540777826 21 -2.90094947814941 -8.30383682250977 0
36540777826 22 -1.31624913215637 -8.57289218902588 0
36540777826 23 0.42628872394562 -8.66771507263184 0
36540777826 24 2.01230049133301 -8.92457580566406 0
36540777826 25 3.62463188171387 -8.82122230529785 0
36540777826 26 5.36295461654663 -8.58903503417969 0
36540777826 27 6.96172523498535 -8.21962070465088 0
36540777826 28 7.30014228820801 8.71722412109375 0
36540777826 29 5.70118045806885 8.87434768676758 0
36540777826 30 4.09349060058594 8.83542633056641 0
36540777826 31 2.35665655136108 9.01463985443115 0
36540777826 32 0.7482990026474 8.92489528656006 0
36540777826 33 -0.99639463424683 8.96321868896484 0
36540777826 34 -2.59738159179688 8.80697250366211 0
36540777826 35 -4.21126937866211 8.55659103393555 0
36540777826 36 -5.90060997009277 8.0317850112915 0
36540777826 37 -7.36289310455322 7.35149669647217 0
36540777826 38 -7.85898590087891 5.69455528259277 0
36540777826 39 -8.32987785339355 4.15843677520752 0
36540777826 40 -8.6103401184082 2.57491374015808 0
36540777826 41 -9.01260852813721 0.8708011507988 0
36540777826 42 -8.99237155914307 -0.73644936084747 0
36540777826 43 -9.12681579589844 -2.47954702377319 0
36540777826 44 -8.76869010925293 -4.08095598220825 0
36540777826 45 -8.54373550415039 -5.67331838607788 0
36540777826 46 -7.46202182769775 -7.05184030532837 0
36540777826 47 -5.92548561096191 -7.52294158935547 0
36540777826 48 -4.26405715942383 -8.12790966033936 0
36540777826 49 -2.68542075157166 -8.42674350738525 0
36540777826 50 -1.09904956817627 -8.85108089447021 0
36540777826 51 0.62262797355652 -8.89285469055176 0
36540777826 52 2.21752572059631 -9.09274768829346 0
36540777826 53 3.92749118804932 -8.83815479278564 0
36540777826 54 5.5568208694458 -8.63723278045654 0
36540777826 55 8.38680267333984 8.50558471679688 0
36540777826 56 6.77420568466187 8.45894813537598 0
36540777826 57 5.13615798950195 8.56838130950928 0
36540777826 58 3.41872692108154 8.53119277954102 0
36540777826 59 1.79097771644592 8.68105125427246 0
36540777826 60 0.07398341596127 8.65612030029297 0
36540777826 61 -1.52634024620056 8.79886817932129 0
36540777826 62 -3.16151404380798 8.70283126831055 0
36540777826 63 -4.84501028060913 8.30210876464844 0
36540777826 64 -6.47050714492798 8.01523017883301 0
36540777826 65 -7.74186754226685 6.86186981201172 0
36540777826 66 -8.07703590393066 5.28843307495117 0
36540777826 67 -8.45197010040283 3.68972682952881 0
36540777826 68 -8.98534774780273 2.05679845809937 0
36540777826 69 -8.87722969055176 0.42069312930107 0
36540777826 70 -8.9846305847168 -1.32296693325043 0
36540777826 71 -8.86212348937988 -2.93948197364807 0
36540777826 72 -8.66236400604248 -4.54336881637573 0
36540777826 73 -8.28738307952881 -6.21977186203003 0
36540777826 74 -7.09783363342285 -7.33753252029419 0
36540777826 75 -5.42298316955566 -7.85576391220093 0
36540777826 76 -3.83032584190369 -8.11940479278564 0
36540777826 77 -2.22655439376831 -8.43933391571045 0
36540777826 78 -0.51367330551147 -8.56969451904297 0
36540777826 79 1.09172785282135 -8.87746715545654 0
36540777826 80 2.81836318969727 -8.8877477645874 0
36540777826 81 4.42397356033325 -8.78048801422119 0
36540777826 82 6.03859233856201 -8.39722728729248 0
36540777826 83 8.42134189605713 8.5322151184082 0
36540777826 84 6.80654621124268 8.82513809204102 0
36540777826 85 5.08941078186035 8.81564331054688 0
36540777826 86 3.49044442176819 8.9727668762207 0
36540777826 87 1.85484433174133 8.93545627593994 0
36540777826 88 0.13700991868973 9.00424575805664 0
36540777826 89 -1.49142718315125 8.86208152770996 0
36540777826 90 -3.20775508880615 8.68215560913086 0
36540777826 91 -4.78218078613281 8.31250762939453 0
36540777826 92 -6.40042877197266 7.94390344619751 0
36540777826 93 -7.69886541366577 6.8346848487854 0
36540777826 94 -8.06258201599121 5.2321310043335 0
36540777826 95 -8.39357757568359 3.54716467857361 0
36540777826 96 -8.86446952819824 2.01104950904846 0
36540777826 97 -8.93873691558838 0.36871868371964 0
36540777826 98 -9.11987781524658 -1.33953511714935 0
36540777826 99 -9.01686000823975 -2.94846677780151 0
36540777826 100 -8.72638702392578 -4.69408369064331 0
36540777826 101 -8.27397918701172 -6.23363733291626 0
36540777826 102 -7.00414848327637 -7.27644538879395 0
36540777826 103 -5.35603332519531 -7.7717432975769 0
36540777826 104 -3.78543448448181 -8.15060710906982 0
36540777826 105 -2.11483025550842 -8.65510559082031 0
36540777826 106 -0.50881087779999 -8.81467437744141 0
36540777826 107 1.11330807209015 -9.02240943908691 0
36540777826 108 2.83429265022278 -9.01512432098389 0
36540777826 109 4.43748378753662 -8.83993148803711 0
36540777826 110 6.15411329269409 -8.46483612060547 0
36540777826 111 7.87796926498413 8.53629112243652 0
36540777826 112 6.24193382263184 8.52910900115967 0
36540777826 113 4.524498462677 8.49192047119141 0
36540777826 114 2.92461085319519 8.6469259262085 0
36540777826 115 1.17975568771362 8.61684799194336 0
36540777826 116 -0.42056715488434 8.75959587097168 0
36540777826 117 -2.05549168586731 8.71246814727783 0
36540777826 118 -3.76332855224609 8.55141448974609 0
36540777826 119 -5.34969902038574 8.23448085784912 0
36540777826 120 -7.00395822525024 7.71003150939941 0
36540777826 121 -7.90049600601196 6.38216018676758 0
36540777826 122 -8.16905307769775 4.75941562652588 0
36540777826 123 -8.70243072509766 3.12648248672485 0
36540777826 124 -9.00756359100342 1.54731714725494 0
36540777826 125 -8.92937469482422 -0.20019567012787 0
36540777826 126 -8.85795402526855 -1.81278896331787 0
36540777826 127 -8.93884468078613 -3.4718554019928 0
36540777826 128 -8.59019374847412 -5.15555429458618 0
36540777826 129 -8.03567314147949 -6.66043949127197 0
36540777826 130 -6.49269104003906 -7.48417329788208 0
36540777826 131 -4.92700862884521 -7.9725489616394 0
36540777826 132 -3.32330322265625 -8.29278087615967 0
36540777826 133 -1.61044907569885 -8.42347431182861 0
36540777826 134 -0.03334222361445 -8.7339506149292 0
36540777826 135 1.70933592319489 -8.86411762237549 0
36540777826 136 3.32298541069031 -8.91036319732666 0
36540777826 137 4.95631122589111 -8.70899200439453 0
36540777826 138 6.63208675384521 -8.22903156280518 0
36540777826 139 7.94731140136719 8.71341896057129 0
36540777826 140 6.19477653503418 8.76643371582031 0
36540777826 141 4.59581470489502 8.92355728149414 0
36540777826 142 2.98811602592468 8.88463592529297 0
36540777826 143 1.24542784690857 9.02809429168701 0
36540777826 144 -0.35764557123184 8.89084911346436 0
36540777826 145 -2.10233974456787 8.92917251586914 0
36540777826 146 -3.70128679275513 8.56064224243164 0
36540777826 147 -5.28827285766602 8.24950790405273 0
36540777826 148 -6.92331981658936 7.60511207580566 0
36540777826 149 -7.79454565048218 6.33414888381958 0
36540777826 150 -8.12628173828125 4.6208610534668 0
36540777826 151 -8.5971736907959 3.08474373817444 0
36540777826 152 -8.87763595581055 1.5012195110321 0
36540777826 153 -9.06624317169189 -0.23436692357063 0
