# framerate: 25 fps
# id frame x/m y/m z/m
36540777826 0 7.35947179794312 8.41483592987061 0
36540777826 1 5.75238466262817 8.45421504974365 0
36540777826 2 4.03870296478271 8.33487415313721 0
36540777826 3 2.4056510925293 8.40665626525879 0
36540777826 4 0.80276012420654 8.27642059326172 0
36540777826 5 -0.94292342662811 8.38686943054199 0
36540777826 6 -2.52980852127075 8.43867874145508 0
36540777826 7 -4.24522066116333 8.55334281921387 0
36540777826 8 -5.89928865432739 8.09490013122559 0
36540777826 9 -7.25513410568237 7.24716854095459 0
36540777826 10 -7.96260213851929 5.84451246261597 0
36540777826 11 -8.50651168823242 4.18632793426514 0
36540777826 12 -8.82760429382324 2.63940095901489 0
36540777826 13 -9.16852951049805 0.97715365886688 0
36540777826 14 -9.13069915771484 -0.63148528337479 0
36540777826 15 -9.25592422485352 -2.35036444664001 0
36540777826 16 -8.78899955749512 -3.95382714271545 0
36540777826 17 -8.43100357055664 -5.67131662368774 0
36540777826 18 -7.68046760559082 -7.02272272109985 0
36540777826 19 -6.21330451965332 -7.63988733291626 0
36540777826 20 -4.56032037734985 -8.21178722381592 0
36540777826 21 -2.95464515686035 -8.28572845458984 0
36540777826 22 -1.2317727804184 -8.5634708404541 0
36540777826 23 0.37259316444397 -8.64960670471191 0
36540777826 24 1.95598292350769 -8.93085670471191 0
36540777826 25 3.70776176452637 -8.80349254608154 0
36540777826 26 5.30879640579224 -8.60570907592773 0
36540777826 27 7.0180606842041 -8.21350765228271 0
36540777826 28 7.38222646713257 8.69515419006348 0
36540777826 29 5.75699424743652 8.88414001464844 0
36540777826 30 4.03876781463623 8.85013961791992 0
36540777826 31 2.41243267059326 9.02464771270752 0
36540777826 32 0.69262433052063 8.93545246124268 0
36540777826 33 -0.91401487588882 8.98416137695313 0
36540777826 34 -2.54169750213623 8.81747817993164 0
36540777826 35 -4.26273727416992 8.53288269042969 0
36540777826 36 -5.84458351135254 8.04027843475342 0
36540777826 37 -7.39649486541748 7.30586719512939 0
36540777826 38 -7.82108592987061 5.77063846588135 0
36540777826 39 -8.32841491699219 4.21508407592773 0
36540777826 40 -8.63560676574707 2.52419209480286 0
36540777826 41 -9.02217769622803 0.92665416002274 0
36540777826 42 -9.00730419158936 -0.79111313819885 0
36540777826 43 -9.14643955230713 -2.39684343338013 0
36540777826 44 -8.76817321777344 -4.02429151535034 0
36540777826 45 -8.5202579498291 -5.72489213943481 0
36540777826 46 -7.53830528259277 -7.01434659957886 0
36540777826 47 -5.8742847442627 -7.54722309112549 0
36540777826 48 -4.32070922851563 -8.12664127349854 0
36540777826 49 -2.73622918128967 -8.40165233612061 0
36540777826 50 -1.04264974594116 -8.84558773040771 0
36540777826 51 0.56819605827332 -8.87709808349609 0
36540777826 52 2.18953013420105 -9.0971097946167 0
36540777826 53 3.89915776252747 -8.83811473846436 0
36540777826 54 5.5293436050415 -8.64414501190186 0
36540777826 55 8.41510200500488 8.50418853759766 0
