2024-06-06 09:53:40.019563;1717660420;0;StartEZ;5.7;train
2024-06-06 09:54:04.867415;1717660444;24;Start;3.0;train
2024-06-06 09:54:31.732370;1717660471;51;Observe;-24.0;train
2024-06-06 09:54:39.489565;1717660479;59;StartCorridor;4.5;train
2024-06-06 09:55:30.484172;1717660530;110;Turns;10.0;train
2024-06-06 09:57:45.401453;1717660665;245;TurnObstacles;10.0;train
2024-06-06 10:01:07.559978;1717660867;447;NarrowDoor;5.0;train
2024-06-06 10:01:34.533530;1717660894;474;Corridor3vs3;4.0;train
2024-06-06 10:02:14.458953;1717660934;514;T-Junction;4.0;train
2024-06-06 10:02:58.597974;1717660978;558;Intersection4;5.0;train
2024-06-06 10:04:05.429746;1717661045;625;NarrowDoorDouble;4.0;train
2024-06-06 10:06:38.761599;1717661198;778;Retraining;-100;retrain
2024-06-06 10:21:56.139439;1717662116;1696;End;-100;
