#{"t_start": 1715068200.5146403, "env_id": "None"}
r,l,t
-7.5030003,30,217.064141
-6.003,30,217.064141
5.9984,16,217.214174
4.4978,22,217.37321
5.9986,14,217.37321
5.9983,17,218.341428
5.9988,12,218.582483
4.9978995,21,218.6605
15.483691,163,218.814535
5.9984,16,218.895553
5.9991,9,219.055093
1.9972979,27,219.60916
5.9987,13,219.693179
5.9986,14,219.693179
-11.003002,30,219.693179
-6.003,30,219.693179
-6.003,30,219.693179
-9.002999,30,219.693179
-12.003,30,219.693179
5.9985,15,220.080266
5.9985,15,220.232301
5.9986,14,220.978469
5.9982,18,221.368556
5.9981,19,221.448615
5.9984,16,221.604163
5.9984,16,221.763202
5.9984,16,222.26032
-9.502997,30,222.345526
-6.003,30,222.345526
-9.002997,30,222.345526
-6.003,30,222.345526
-6.003,30,222.345526
3.9978018,22,223.407284
5.9981,19,223.407284
5.9982,18,223.488303
2.997602,24,223.646338
2.997502,25,224.520535
5.9985,15,224.598554
5.9984,16,224.757589
5.9983,17,224.996643
-12.003002,30,224.996643
-6.003,30,224.996643
-6.003,30,224.996643
-6.5030003,30,224.996643
-15.003002,30,224.996643
2.9974022,26,225.468749
5.9982,18,226.219918
5.998,20,226.455971
4.9978995,21,226.699026
4.9978995,21,226.947082
5.9982,18,227.688249
5.9985,15,227.688249
-8.502997,30,227.688249
-6.003,30,227.688249
-13.003001,30,227.688249
-6.003,30,227.688249
-15.003002,30,227.688249
2.4973023,27,227.936305
5.9985,15,227.936305
5.9985,15,228.172358
13.983797,162,229.048555
13.983894,161,229.20359
5.9983,17,229.278606
12.983895,161,229.670695
5.9983,17,229.749713
2.997502,25,230.140801
3.997502,25,230.140801
1.4971977,28,230.140801
14.98409,159,230.140801
-6.003,30,230.293836
-6.003,30,230.294836
-6.003,30,230.294836
-6.003,30,230.294836
-6.003,30,230.294836
5.4979997,20,230.851243
5.9983,17,231.084296
5.9983,17,231.468382
5.4979997,20,231.986513
4.9978995,21,232.06153
5.9988,12,232.297583
5.4979997,20,232.690672
-6.003,30,232.936727
-6.003,30,232.936727
-7.5030003,30,232.936727
-6.003,30,232.936727
-9.002998,30,232.936727
5.9987,13,233.022746
15.983794,162,233.022746
5.9981,19,233.278309
5.9982,18,233.535367
5.9986,14,233.864441
2.9974022,26,234.697628
5.9982,18,235.001697
3.497702,23,235.149731
5.9983,17,235.149731
5.9984,16,235.379782
-6.003,30,235.617836
-6.003,30,235.617836
-6.003,30,235.617836
-6.003,30,235.617836
-8.002997,30,235.617836
5.9988,12,235.923905
5.9989,11,236.001922
3.997602,24,236.558048
5.9984,16,236.632065
4.4976997,23,236.96614
5.9984,16,237.595281
5.998,20,237.842337
-6.5030003,30,238.30144
-8.002997,30,238.30144
-6.003,30,238.30144
-6.003,30,238.30144
-8.002997,30,238.30144
5.4981,19,238.380458
5.9982,18,238.380458
5.9985,15,238.75409
4.4978995,21,238.914126
5.9983,17,239.14818
5.9984,16,239.626287
4.9978995,21,240.301439
5.9983,17,240.377456
-6.003,30,240.920578
-6.003,30,240.920578
-7.0030003,30,240.920578
-6.003,30,240.920578
-6.003,30,240.920578
3.997702,23,240.995595
5.4979997,20,240.995595
5.9986,14,240.995595
5.9982,18,241.778278
5.998,20,241.865298
5.9985,15,242.175368
5.4979997,20,242.572457
3.497702,23,243.082581
13.983892,161,243.317634
5.9983,17,243.395652
-11.503002,30,243.555687
-6.003,30,243.555687
-6.003,30,243.555687
-6.003,30,243.555687
-6.003,30,243.555687
5.9981,19,243.631705
5.9984,16,243.714724
11.483903,161,243.78774
5.9982,18,244.260589
5.9981,19,244.571236
5.9988,12,244.651255
13.483392,166,244.651255
5.9982,18,244.807301
4.9978995,21,245.280145
5.9982,18,245.9393
-7.0030003,30,246.171521
-11.003002,30,246.171521
-9.002997,30,246.171521
-8.002997,30,246.171521
-6.003,30,246.171521
5.9981,19,246.407128
9.984608,154,246.564163
3.997602,24,246.958251
1.4971977,28,247.035269
5.9983,17,247.272322
3.997602,24,247.428358
5.9985,15,247.586393
4.9979997,20,248.856679
5.9981,19,248.856679
-9.002997,30,248.856679
-6.5030003,30,248.856679
-8.502999,30,248.856679
-8.503,30,248.856679
-6.003,30,248.856679
5.9987,13,248.938698
5.9981,19,249.102735
5.9983,17,249.102735
5.4982,18,250.278
-32.024284,244,250.278
5.9981,19,250.360018
5.9982,18,250.521054
4.4978995,21,250.765109
2.4974022,26,251.001162
-6.003,30,251.542284
-6.003,30,251.542284
-6.003,30,251.542284
-6.003,30,251.542284
-20.503002,30,251.542284
5.9981,19,252.18943
4.4978995,21,252.266447
5.4978995,21,252.5015
5.4979997,20,252.658536
5.9982,18,252.730551
5.9983,17,253.53892
-6.5030003,30,253.93701
-9.502997,30,253.93701
-6.003,30,253.93701
-6.003,30,253.93701
-6.003,30,253.93701
5.9983,17,254.014027
4.9978,22,254.014027
5.9983,17,254.374108
4.4978995,21,254.454125
5.9985,15,255.025254
5.9985,15,255.58538
5.9981,19,255.829435
5.9983,17,255.829435
5.4978995,21,255.991472
5.9985,15,256.244529
-9.002997,30,256.657127
-6.5030003,30,256.657127
-8.002997,30,256.657127
-6.003,30,256.657127
-9.002997,30,256.657127
5.9982,18,257.356284
5.9982,18,257.590337
5.9983,17,257.669354
5.9985,15,257.749373
5.4979997,20,257.749373
14.483595,164,257.82839
13.484393,156,258.520546
5.9983,17,258.678582
10.9831,169,258.678582
5.9983,17,258.906633
5.9981,19,259.150661
5.4979997,20,259.300694
5.4979997,20,259.300694
-9.002997,30,259.300694
-9.002998,30,259.300694
-6.003,30,259.300694
-7.0030003,30,259.300694
-6.003,30,259.300694
5.9987,13,260.218901
5.9981,19,260.454954
5.9986,14,260.697009
4.4978,22,261.158113
5.9986,14,261.311147
5.9987,13,261.700235
14.482788,172,261.700235
1.9971977,28,261.778252
-6.5030003,30,261.929286
-8.002997,30,261.930286
-9.002998,30,261.930286
-6.5030003,30,261.930286
-9.002997,30,261.930286
4.4978995,21,262.082321
5.9982,18,262.846493
5.4979997,20,263.18557
5.9984,16,263.262587
5.9982,18,263.509643
5.4979997,20,263.992751
5.9983,17,264.231806
-12.503002,30,264.627894
-7.0030003,30,264.627894
-6.003,30,264.627894
-6.5030003,30,264.627894
-13.503002,30,264.627894
5.9982,18,264.706913
5.998,20,264.78493
14.983589,164,264.78493
5.4979997,20,265.125006
5.9983,17,265.36306
5.9982,18,266.008205
5.9986,14,266.259261
5.9982,18,266.522321
5.9987,13,267.085447
4.9978995,21,267.163465
-14.503002,30,267.415522
-6.003,30,267.415522
-6.003,30,267.415522
-9.502997,30,267.415522
-6.003,30,267.415522
5.9981,19,267.823613
1.9972979,27,267.909633
5.9981,19,268.079671
5.9983,17,268.806835
5.9982,18,269.67303
2.4974022,26,269.67303
5.9984,16,269.756049
4.4978,22,270.083122
-6.5030003,30,270.258162
-6.003,30,270.259162
-6.003,30,270.259162
-9.502997,30,270.259162
-12.503002,30,270.259162
5.4981,19,270.431201
5.9989,11,270.602239
5.4979997,20,271.367412
5.4979997,20,271.797508
5.9986,14,272.16159
2.4974022,26,272.653702
4.4976997,23,272.73472
5.9987,13,272.814737
15.48349,165,272.814737
14.484393,156,272.814737
-6.5030003,30,273.134809
-6.003,30,273.134809
-6.003,30,273.134809
-6.003,30,273.134809
-6.003,30,273.134809
13.484197,158,273.134809
5.9986,14,273.302847
2.4974022,26,273.967997
5.9986,14,273.967997
5.9985,15,273.967997
5.4981,19,274.222054
5.9982,18,275.104253
5.9989,11,275.186271
5.9981,19,275.844419
-6.003,30,275.925437
-6.5030003,30,275.925437
-20.503002,30,275.925437
-6.003,30,275.925437
-14.503002,30,275.925437
4.4978995,21,276.007456
5.9986,14,276.258513
3.997702,23,276.420549
11.983797,162,276.664604
5.9981,19,276.749623
5.9981,19,277.764356
5.9987,13,277.848375
5.9981,19,278.187451
3.497702,23,278.27047
5.9982,18,278.608545
-6.5030003,30,278.761085
-12.503002,30,278.761085
-7.5030003,30,278.761085
-11.003002,30,278.761085
-6.003,30,278.761085
5.9987,13,278.91712
5.9985,15,278.995138
5.9982,18,279.736309
5.9988,12,279.904346
4.4978995,21,279.904346
5.9985,15,280.234421
4.4978995,21,280.313438
11.483294,167,280.313438
5.4982,18,281.496211
-6.003,30,281.496211
-6.003,30,281.496211
-6.003,30,281.496211
-7.5030003,30,281.496211
-6.003,30,281.496211
5.4979997,20,281.824285
3.497602,24,282.152359
5.998,20,282.229376
4.4978,22,282.313395
5.9984,16,282.808506
5.9982,18,283.611686
5.9983,17,283.956764
5.9983,17,284.034782
4.4978,22,284.29184
-6.003,30,284.29184
-8.502997,30,284.29184
-6.003,30,284.29184
-6.003,30,284.29184
-6.5030003,30,284.29184
5.9985,15,284.379859
5.9987,13,284.706933
5.9986,14,285.536121
5.9981,19,285.536121
4.9978995,21,285.794181
4.4978,22,286.112253
5.9982,18,286.196271
-10.003002,30,287.058466
-8.502997,30,287.058466
-11.503002,30,287.058466
-6.003,30,287.058466
-6.003,30,287.058466
5.9982,18,287.308522
5.9981,19,287.634562
12.483895,161,287.634562
3.497702,23,287.716581
5.9985,15,287.716581
12.983594,164,287.884993
4.9979997,20,288.048029
5.4981,19,288.865215
5.9983,17,289.02725
5.9983,17,289.11327
4.9822025,178,289.696401
5.9983,17,289.784421
-8.502997,30,289.876441
-8.502998,30,289.876441
-7.0030003,30,289.876441
-13.503002,30,289.876441
-8.502997,30,289.876441
1.9972979,27,290.295537
5.9982,18,290.719631
5.9984,16,290.799649
5.4981,19,290.958684
5.9982,18,291.299762
5.9983,17,291.701357
12.983598,164,291.781375
5.9982,18,292.500537
-8.502997,30,292.680579
-8.002997,30,292.680579
-6.003,30,292.680579
-6.003,30,292.680579
-7.0030003,30,292.680579
5.4979997,20,292.774599
5.4981,19,292.863619
5.9983,17,293.060664
5.9982,18,293.62179
5.9984,16,293.980871
5.9987,13,294.073892
5.9985,15,294.165912
5.4981,19,294.814058
5.9981,19,295.34918
-7.0030003,30,295.828287
-6.003,30,295.828287
-8.002997,30,295.828287
-6.003,30,295.828287
-7.5030003,30,295.828287
5.9984,16,295.915306
14.983691,163,296.007327
4.9978995,21,296.282389
5.9986,14,296.462429
4.4978,22,296.562452
5.9987,13,296.936043
5.9988,12,297.378142
5.9982,18,297.550181
5.9984,16,297.892257
5.9983,17,298.068297
5.9986,14,298.150316
-6.5030003,30,298.515904
-6.003,30,298.515904
-10.503002,30,298.515904
-6.003,30,298.515904
-6.003,30,298.515904
