2024-05-29 13:50:00.353749;1716983400;0;StartEZ;5.7;train
2024-05-29 13:50:13.268835;1716983413;12;Start;3.0;train
2024-05-29 13:50:27.344629;1716983427;26;Observe;-24.0;train
2024-05-29 13:50:33.504161;1716983433;33;StartCorridor;5.0;train
2024-05-29 13:51:07.291764;1716983467;66;Turns;10.0;train
2024-05-29 13:54:33.748762;1716983673;273;Corridor3;5.0;train
2024-05-29 13:57:10.998947;1716983830;430;TurnObstacles;10.0;train
2024-05-29 14:05:26.770697;1716984326;926;NarrowDoor;5.5;train
2024-05-29 14:09:39.966943;1716984579;1179;Corridor3vs3;4.0;train
2024-05-29 14:13:08.698612;1716984788;1388;T-Junction;4.0;train
